City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Chiredzi,ZW,2020-01-04 11:20:08,-21.05,31.67,102.4,16,0,13.33
308,Sinnamary,GF,2020-01-04 11:20:09,5.38,-52.96,79.54,82,54,14.61
309,Kavieng,PG,2020-01-04 11:20:09,-2.57,150.8,85.37,67,49,1.43
310,Kaeo,NZ,2020-01-04 11:20:10,-35.1,173.78,57.99,87,95,12.59
311,Caravelas,BR,2020-01-04 11:20:10,-17.73,-39.27,74.66,89,100,7.76
312,Zaraza,VE,2020-01-04 11:20:11,9.35,-65.33,73.74,88,12,6.4
313,Lavrentiya,RU,2020-01-04 11:20:11,65.58,-170.99,-14.33,91,0,11.07
314,Katsuura,JP,2020-01-04 11:20:12,33.93,134.5,53.6,43,40,10.29
315,Tornio,FI,2020-01-04 11:20:12,61.12,27.27,33.8,64,90,14.99
316,Cherskiy,RU,2020-01-04 11:20:13,68.75,161.3,-2.0,60,19,6.2
317,Lagoa,PT,2020-01-04 11:20:13,37.14,-8.45,61.0,67,0,5.82
318,Chateau-Gontier,FR,2020-01-04 11:20:13,47.83,-0.7,46.0,93,66,2.24
319,Mlandizi,TZ,2020-01-04 11:20:14,-6.71,38.74,91.4,55,40,14.99
320,Opatija,HR,2020-01-04 11:20:14,45.33,14.3,60.01,46,1,3.36
321,Isangel,VU,2020-01-04 11:20:15,-19.55,169.27,76.12,80,9,15.82
322,Maragogi,BR,2020-01-04 11:20:15,-9.01,-35.22,79.34,77,100,11.95
323,Picayune,US,2020-01-04 11:16:47,30.53,-89.68,59.0,87,90,4.7
324,Urengoy,RU,2020-01-04 11:20:16,65.96,78.37,7.02,94,92,12.97
325,Farmington,US,2020-01-04 11:20:02,36.73,-108.21,19.4,85,1,6.93
326,Palu,ID,2020-01-04 11:20:17,-0.9,119.87,68.22,99,100,0.63
327,Meulaboh,ID,2020-01-04 11:20:17,4.14,96.13,83.66,72,0,4.12
328,Bambari,CF,2020-01-04 11:20:18,5.77,20.68,100.8,12,52,4.5
329,Neka,IR,2020-01-04 11:20:18,36.65,53.3,55.4,66,20,6.93
330,Panjab,AF,2020-01-04 11:20:19,34.38,67.02,6.31,98,76,2.42
331,Caborca,MX,2020-01-04 11:20:19,30.58,-111.1,33.01,90,0,4.54
332,Easton,US,2020-01-04 11:20:19,38.77,-76.08,55.99,100,90,3.36
333,Bonavista,CA,2020-01-04 11:20:20,48.65,-53.11,23.07,84,13,10.04
334,Fukue,JP,2020-01-04 11:20:20,35.03,136.69,50.0,61,75,13.87
335,Vallenar,CL,2020-01-04 11:20:20,-28.58,-70.76,60.12,73,0,2.53
336,Koroni,GR,2020-01-04 11:20:21,36.8,21.96,59.0,33,0,1.12
337,Iqaluit,CA,2020-01-04 11:20:21,63.75,-68.52,8.6,84,90,23.04
338,Touros,BR,2020-01-04 11:20:22,-5.2,-35.46,84.2,66,75,9.17
339,Zmeinogorsk,RU,2020-01-04 11:20:23,51.15,82.2,15.82,91,54,5.64
340,Porvoo,FI,2020-01-04 11:20:23,60.4,25.66,37.0,64,20,13.87
341,Bilma,NE,2020-01-04 11:20:23,18.69,12.92,63.68,23,0,4.99
342,Angouleme,FR,2020-01-04 11:20:24,45.65,0.15,48.0,87,73,5.82
343,Saint-Francois,FR,2020-01-04 11:20:24,46.42,3.91,44.6,70,90,9.17
344,Dinghai,CN,2020-01-04 11:20:25,26.28,119.79,59.0,93,90,11.18
345,Rioja,PE,2020-01-04 11:20:26,-6.06,-77.17,64.56,98,69,0.56
346,Portland,US,2020-01-04 11:20:26,43.66,-70.25,39.0,80,90,8.97
347,Stralsund,DE,2020-01-04 11:20:27,54.31,13.08,37.4,93,75,19.46
348,Corumba,BR,2020-01-04 11:20:27,-19.0,-57.65,77.0,78,3,3.36
349,Grand Gaube,MU,2020-01-04 11:20:27,-20.01,57.66,82.0,78,75,11.41
350,Makaha,US,2020-01-04 11:20:28,21.47,-158.22,75.2,100,90,15.19
351,Bitung,ID,2020-01-04 11:20:28,1.44,125.19,77.0,100,20,2.24
352,Miraflores,PE,2020-01-04 11:20:29,-16.39,-71.52,55.4,93,40,2.17
353,Alugan,PH,2020-01-04 11:19:02,12.22,125.48,80.44,80,53,15.26
354,Matara,BI,2020-01-04 11:20:30,-3.48,29.48,69.6,79,79,5.26
355,Pombas,BR,2020-01-04 11:20:30,-15.9,-54.74,79.72,76,20,3.56
356,Westport,US,2020-01-04 11:20:31,41.14,-73.36,46.99,93,90,4.7
357,Las Vegas,US,2020-01-04 11:16:59,36.17,-115.15,42.8,69,1,6.93
358,Port Lincoln,AU,2020-01-04 11:19:39,-34.72,135.86,59.45,78,100,17.87
359,Belaya Gora,RU,2020-01-04 11:20:32,68.54,146.19,-16.76,95,78,1.45
360,Cananeia,BR,2020-01-04 11:20:32,-25.01,-47.93,77.47,74,74,5.48
361,Besancon,FR,2020-01-04 11:20:33,47.25,6.02,44.6,100,90,3.36
362,Rocha,UY,2020-01-04 11:20:33,-34.48,-54.34,72.07,57,0,7.05
363,Luanda,AO,2020-01-04 11:20:33,-8.83,13.24,73.4,94,90,5.82
364,Tehachapi,US,2020-01-04 11:18:01,35.13,-118.45,48.2,86,1,3.36
365,Derbent,RU,2020-01-04 11:20:34,42.06,48.29,45.16,83,97,15.88
366,Bethanien,NA,2020-01-04 11:20:35,-26.5,17.16,102.54,10,0,15.61
367,Yar-Sale,RU,2020-01-04 11:19:47,66.83,70.83,10.29,94,100,13.85
368,Chandbali,IN,2020-01-04 11:20:36,20.77,86.74,68.27,74,80,4.61
369,Mana,NG,2020-01-04 11:20:36,13.03,5.27,75.85,14,27,19.1
370,Carutapera,BR,2020-01-04 11:20:37,-1.2,-46.02,81.79,73,100,4.79
371,Rahuri,IN,2020-01-04 11:20:37,19.39,74.65,77.45,39,0,5.37
372,Bilibino,RU,2020-01-04 11:20:37,68.06,166.44,-4.36,48,0,1.5
373,Kenai,US,2020-01-04 11:20:38,60.55,-151.26,0.0,76,1,11.48
374,Joao Pessoa,BR,2020-01-04 11:20:38,-7.12,-34.86,82.4,65,40,11.41
375,Ritchie,ZA,2020-01-04 11:20:38,-29.03,24.6,89.6,33,40,12.75
376,Chunoyar,RU,2020-01-04 11:20:39,57.45,97.32,17.06,96,98,6.02
377,Tamworth,AU,2020-01-04 11:20:40,-31.09,150.93,91.4,26,0,7.02
378,Paysandu,UY,2020-01-04 11:18:02,-32.32,-58.08,70.0,77,0,5.01
379,Prince Rupert,CA,2020-01-04 11:20:41,54.32,-130.32,39.2,73,90,5.82
380,San Lorenzo,HN,2020-01-04 11:20:41,13.43,-87.45,71.94,74,54,2.24
381,Yerbogachen,RU,2020-01-04 11:20:42,61.28,108.01,11.37,92,95,8.21
382,Sao Joao Da Barra,BR,2020-01-04 11:20:42,-21.64,-41.05,80.6,74,40,2.24
383,Kuytun,RU,2020-01-04 11:20:42,54.34,101.51,18.28,79,93,2.66
384,Mayahi,NE,2020-01-04 11:20:43,13.95,7.67,72.46,15,95,21.34
385,Chernyshevsk,RU,2020-01-04 11:20:43,52.51,117.01,-5.84,99,0,1.25
386,Nyurba,RU,2020-01-04 11:20:44,63.29,118.35,-16.69,98,98,3.6
387,Usinsk,RU,2020-01-04 11:20:44,66.0,57.56,32.52,98,100,22.3
388,Aland,IN,2020-01-04 11:20:44,17.57,76.57,83.44,33,17,5.5
389,Basco,US,2020-01-04 11:20:45,40.33,-91.2,33.01,93,90,10.29
390,Dunedin,NZ,2020-01-04 11:20:45,-45.87,170.5,51.01,61,76,15.01
391,Milton,AU,2020-01-04 11:20:46,-35.32,150.44,73.4,60,90,24.16
392,Ambilobe,MG,2020-01-04 11:20:46,-13.19,49.05,85.91,68,37,8.16
393,Nome,US,2020-01-04 11:20:47,30.04,-94.42,50.0,81,1,9.17
394,Burgeo,CA,2020-01-04 11:20:47,47.61,-57.61,28.56,96,100,3.33
395,Phan Thiet,VN,2020-01-04 11:20:31,10.93,108.1,72.3,72,93,3.06
396,Alpena,US,2020-01-04 11:20:48,45.06,-83.43,30.2,86,90,5.82
397,Kapiri Mposhi,ZM,2020-01-04 11:20:48,-13.97,28.68,76.48,81,100,6.06
398,Aburi,GH,2020-01-04 11:20:49,5.85,-0.18,80.6,30,0,12.75
399,Ortona,IT,2020-01-04 11:20:49,42.35,14.4,55.0,61,40,4.7
400,Honningsvag,NO,2020-01-04 11:20:49,70.98,25.97,25.45,83,100,34.11
401,Iquique,CL,2020-01-04 11:20:50,-20.22,-70.14,68.0,72,29,6.93
402,Salalah,OM,2020-01-04 11:20:50,17.01,54.1,80.6,61,20,13.87
403,Antalaha,MG,2020-01-04 11:20:51,-14.9,50.28,83.93,74,63,9.19
404,Natal,BR,2020-01-04 11:20:51,-5.81,-35.21,84.2,66,75,9.17
405,Ostrovnoy,RU,2020-01-04 11:20:52,68.05,39.51,26.6,87,84,27.72
406,De Aar,ZA,2020-01-04 11:20:53,-30.65,24.01,98.29,9,0,20.6
407,Antofagasta,CL,2020-01-04 11:17:57,-23.65,-70.4,66.2,82,75,3.36
408,Nampula,MZ,2020-01-04 11:20:53,-15.12,39.26,86.0,66,75,5.82
409,Sao Filipe,CV,2020-01-04 11:20:54,14.9,-24.5,73.85,66,1,12.37
410,Norden,DE,2020-01-04 11:20:54,53.59,7.21,46.4,81,75,23.04
411,Filadelfia,PY,2020-01-04 11:20:55,-22.35,-60.04,82.47,42,0,8.08
412,Atar,MR,2020-01-04 11:20:55,20.52,-13.05,70.9,13,99,22.57
413,Staunton,US,2020-01-04 11:20:55,38.15,-79.07,57.2,93,75,5.82
414,Carmen,PH,2020-01-04 11:20:56,7.36,125.71,82.4,74,75,6.93
415,Panaba,MX,2020-01-04 11:20:56,21.28,-88.27,73.09,88,98,1.7
416,Henties Bay,NA,2020-01-04 11:20:57,-22.12,14.28,66.99,81,68,3.0
417,Paracatu,BR,2020-01-04 11:20:57,-17.22,-46.87,74.39,85,75,11.36
418,Chimbote,PE,2020-01-04 11:20:58,-9.08,-78.59,68.49,87,91,2.57
419,Ostersund,SE,2020-01-04 11:20:58,63.18,14.64,30.2,68,40,24.16
420,Ketrzyn,PL,2020-01-04 11:20:58,54.08,21.38,36.01,94,87,21.5
421,Cabatuan,PH,2020-01-04 11:20:59,16.95,121.67,69.78,89,56,3.8
422,Kaitangata,NZ,2020-01-04 11:19:38,-46.28,169.85,50.13,72,99,11.92
423,Komsomolskiy,RU,2020-01-04 11:21:00,67.55,63.78,25.27,96,98,15.84
424,Kazachinskoye,RU,2020-01-04 11:21:00,57.69,93.28,20.1,88,83,9.57
425,Dakar,SN,2020-01-04 11:20:24,14.69,-17.45,78.8,19,51,9.17
426,Thunder Bay,CA,2020-01-04 11:21:01,48.41,-89.26,21.2,92,90,4.7
427,Moree,AU,2020-01-04 11:16:56,-29.46,149.84,95.0,19,0,8.05
428,Khandyga,RU,2020-01-04 11:21:02,62.65,135.58,-30.55,97,2,1.21
429,Salvador,BR,2020-01-04 11:21:02,-12.98,-38.48,82.4,78,75,5.82
430,Pinawa,CA,2020-01-04 11:21:02,50.15,-95.88,19.62,96,100,3.87
431,Lafia,NG,2020-01-04 11:21:03,8.5,8.51,90.54,13,0,9.95
432,Christchurch,NZ,2020-01-04 11:21:03,-43.53,172.64,54.0,81,43,3.36
433,Castellarano,IT,2020-01-04 11:21:04,44.51,10.73,55.99,76,31,8.05
434,Ferme-Neuve,CA,2020-01-04 11:21:04,46.7,-75.45,20.62,87,80,3.74
435,Coquimbo,CL,2020-01-04 11:19:03,-29.95,-71.34,59.0,87,90,5.82
436,Talaya,RU,2020-01-04 11:21:05,55.79,84.89,19.0,78,40,13.42
437,Kununurra,AU,2020-01-04 11:21:06,-15.77,128.74,87.8,58,90,6.93
438,Benjamin Hill,MX,2020-01-04 11:21:06,30.17,-111.1,43.0,74,0,5.99
439,Nikolayevsk-Na-Amure,RU,2020-01-04 11:21:06,53.14,140.72,-3.84,92,100,5.12
440,San Jeronimo,PE,2020-01-04 11:21:07,-13.65,-73.37,48.2,87,90,2.24
441,Srednekolymsk,RU,2020-01-04 11:19:14,67.46,153.71,0.27,67,87,3.04
442,Parana,BR,2020-01-04 11:21:08,-7.52,-72.89,73.71,90,62,2.06
443,Fayetteville,US,2020-01-04 11:17:43,36.06,-94.16,37.0,55,1,10.29
444,Burla,RU,2020-01-04 11:21:08,53.34,78.33,15.3,92,66,12.8
445,Teguise,ES,2020-01-04 11:21:09,29.06,-13.56,66.2,72,20,16.11
446,Cuamba,MZ,2020-01-04 11:21:09,-14.8,36.54,86.09,65,100,2.66
447,Thinadhoo,MV,2020-01-04 11:21:10,0.53,72.93,84.38,62,98,4.47
448,Adrar,DZ,2020-01-04 11:19:58,27.87,-0.29,50.0,43,71,17.22
449,Thanjavur,IN,2020-01-04 11:21:11,10.79,79.14,91.4,52,20,6.93
450,Isla Vista,US,2020-01-04 11:17:41,34.41,-119.86,52.0,86,1,3.36
451,Pisco,PE,2020-01-04 11:18:51,-13.71,-76.2,70.0,88,75,9.17
452,Santa Branca,BR,2020-01-04 11:21:12,-23.4,-45.88,69.8,77,40,2.24
453,Hirado,JP,2020-01-04 11:21:12,33.32,129.49,50.0,66,75,13.87
454,Lompoc,US,2020-01-04 11:21:13,34.64,-120.46,48.99,93,20,5.82
455,Dubbo,AU,2020-01-04 11:21:13,-32.25,148.6,96.8,15,17,10.29
456,Pacific Grove,US,2020-01-04 11:21:14,36.62,-121.92,52.0,87,20,3.36
457,Cabo San Lucas,MX,2020-01-04 11:21:14,22.89,-109.91,62.01,78,0,2.17
458,Minot,US,2020-01-04 11:16:40,48.23,-101.3,21.99,79,90,9.17
459,Manokwari,ID,2020-01-04 11:19:46,-0.87,134.08,74.05,85,100,8.5
460,Islahiye,TR,2020-01-04 11:21:15,37.03,36.63,51.01,81,75,4.7
461,Pekalongan,ID,2020-01-04 11:21:16,-6.89,109.67,76.95,91,100,5.06
462,Novorudnyy,RU,2020-01-04 11:21:17,51.5,58.19,24.8,85,90,15.66
463,Beringovskiy,RU,2020-01-04 11:19:02,63.05,179.32,-8.54,74,0,16.4
464,Gambo,CF,2020-01-04 11:21:17,4.65,22.26,98.08,18,88,5.1
465,Marechal Candido Rondon,BR,2020-01-04 11:21:18,-24.56,-54.06,73.29,73,24,7.43
466,Alamos,AR,2020-01-04 11:21:18,-36.9,-62.36,76.28,44,46,10.6
467,Nemuro,JP,2020-01-04 11:21:19,43.32,145.57,24.22,60,42,20.85
468,Ponta Do Sol,BR,2020-01-04 11:21:19,-20.63,-46.0,72.28,86,86,7.58
469,Trairi,BR,2020-01-04 11:21:20,-3.28,-39.27,82.15,70,93,6.8
470,Verkhnyaya Inta,RU,2020-01-04 11:21:20,65.99,60.32,32.67,97,100,16.89
471,Areia Branca,BR,2020-01-04 11:21:21,-10.76,-37.31,84.2,66,40,12.75
472,Pandan,PH,2020-01-04 11:21:21,11.72,122.09,80.6,76,13,23.38
473,Kitgum,UG,2020-01-04 11:21:21,3.3,32.88,88.81,29,71,8.52
474,Baoqing,CN,2020-01-04 11:21:22,46.32,132.2,2.07,83,0,7.54
475,Ambunti,PG,2020-01-04 11:21:22,-4.22,142.82,75.43,97,65,2.37
476,Malibu,MX,2020-01-04 11:18:07,16.77,-93.16,61.5,97,100,5.97
477,Pradera,CO,2020-01-04 11:21:23,3.42,-76.24,66.2,88,75,2.37
478,Nayoro,JP,2020-01-04 11:21:23,44.36,142.46,12.34,97,100,2.39
479,Cayenne,GF,2020-01-04 11:21:24,4.94,-52.33,80.6,83,40,4.7
480,San Quintin,PH,2020-01-04 11:21:24,17.54,120.52,70.75,80,0,5.08
481,Port Keats,AU,2020-01-04 11:21:24,-14.25,129.55,83.64,77,99,8.61
482,Akhtanizovskaya,RU,2020-01-04 11:21:25,45.32,37.1,50.0,57,0,4.47
483,Sobolevo,RU,2020-01-04 11:21:25,54.43,31.9,34.88,97,100,12.24
484,Lazaro Cardenas,MX,2020-01-04 11:21:26,28.39,-105.62,30.0,81,0,1.01
485,Tual,ID,2020-01-04 11:21:26,-5.67,132.75,82.26,81,100,20.04
486,Brae,GB,2020-01-04 11:21:26,60.4,-1.35,39.2,60,20,3.36
487,Bassano,CA,2020-01-04 11:21:27,50.79,-112.47,39.0,65,100,14.0
488,Benjamin Constant,BR,2020-01-04 11:21:27,-4.38,-70.03,75.2,94,100,2.24
489,Vestmannaeyjar,IS,2020-01-04 11:21:28,63.44,-20.27,33.8,100,90,55.25
490,Pinyug,RU,2020-01-04 11:21:28,60.25,47.79,31.33,91,100,11.1
491,Malishka,AM,2020-01-04 11:21:28,39.74,45.39,39.2,69,90,9.17
492,Powell River,CA,2020-01-04 11:21:29,49.84,-124.52,44.01,70,40,10.29
493,Haines Junction,CA,2020-01-04 11:21:29,60.75,-137.51,-12.01,98,97,3.11
494,Nizwa,OM,2020-01-04 11:21:30,22.93,57.53,71.56,35,0,6.98
495,Garowe,SO,2020-01-04 11:21:30,8.41,48.48,86.36,35,42,10.96
496,Luau,CD,2020-01-04 11:21:31,-10.7,22.23,70.56,86,100,3.11
497,Mountain Home,US,2020-01-04 11:19:11,43.13,-115.69,42.8,61,1,23.04
498,Kutum,SD,2020-01-04 11:21:32,14.2,24.66,76.08,17,0,10.27
499,Itarema,BR,2020-01-04 11:21:32,-2.92,-39.92,85.46,64,100,9.04
500,Santa Maria,BR,2020-01-04 11:18:29,-16.02,-48.01,73.4,78,75,11.41
501,Howard Springs,AU,2020-01-04 11:21:33,-12.5,131.05,86.0,66,75,5.82
502,San Matias,BO,2020-01-04 11:21:33,-16.36,-58.4,84.52,57,67,4.54
503,Don Sak,TH,2020-01-04 11:21:34,9.32,99.69,84.2,74,20,9.17
504,Rosarito,CO,2020-01-04 11:21:34,4.91,-75.23,68.0,81,40,6.93
505,Romny,UA,2020-01-04 11:21:35,50.74,33.49,34.14,81,22,10.09
506,Betsiamites,CA,2020-01-04 11:21:35,48.94,-68.65,33.8,80,90,8.05
507,Kirkuk,IQ,2020-01-04 11:21:35,35.47,44.4,52.52,58,90,8.37
508,Jacareacanga,BR,2020-01-04 11:19:17,-6.22,-57.76,73.8,95,100,2.51
509,Aykhal,RU,2020-01-04 11:21:36,65.95,111.51,-16.6,75,100,4.47
510,La Ronge,CA,2020-01-04 11:21:37,55.1,-105.3,12.2,85,90,10.29
511,Angoche,MZ,2020-01-04 11:21:37,-16.23,39.91,87.44,71,63,4.0
512,Guiyang,CN,2020-01-04 11:21:37,26.58,106.71,55.4,87,90,8.95
513,Phalaborwa,ZA,2020-01-04 11:21:38,-23.95,31.14,95.0,39,47,3.36
514,Pangai,TO,2020-01-04 11:21:38,-19.8,-174.35,78.76,68,0,6.35
515,Yeppoon,AU,2020-01-04 11:21:39,-23.13,150.74,77.0,61,0,6.93
516,Kirillov,RU,2020-01-04 11:21:39,59.86,38.38,33.8,80,90,6.71
517,Tutoia,BR,2020-01-04 11:21:40,-2.76,-42.27,82.11,79,97,5.68
518,Russell,US,2020-01-04 11:21:40,38.9,-98.86,26.01,85,1,5.82
519,Preobrazheniye,RU,2020-01-04 11:21:40,42.9,133.91,11.68,69,0,7.09
520,Taseyevo,RU,2020-01-04 11:21:41,57.22,94.9,18.88,90,83,6.49
521,Shimoda,JP,2020-01-04 11:21:42,34.7,138.93,46.99,61,20,10.29
522,Arona,IT,2020-01-04 11:21:43,45.76,8.56,57.0,75,36,2.24
523,Severo-Yeniseyskiy,RU,2020-01-04 11:21:43,60.37,93.04,8.96,92,63,7.34
524,Tezu,IN,2020-01-04 11:21:43,27.93,96.16,57.07,96,81,2.91
525,Ternate,PH,2020-01-04 11:21:44,14.29,120.72,81.0,65,20,5.82
526,Lata,IN,2020-01-04 11:21:44,30.78,78.62,12.36,99,100,8.05
527,Chumikan,RU,2020-01-04 11:21:45,54.72,135.31,-4.5,71,0,10.8
528,Along,IN,2020-01-04 11:21:45,28.17,94.8,52.3,98,76,0.69
529,Dombarovskiy,RU,2020-01-04 11:21:46,50.76,59.54,13.64,94,67,9.8
530,San Policarpo,PH,2020-01-04 11:21:46,12.18,125.51,80.44,80,53,15.26
531,Port Blair,IN,2020-01-04 11:17:06,11.67,92.75,81.57,78,23,13.2
532,Rio Gallegos,AR,2020-01-04 11:18:31,-51.62,-69.22,48.2,70,31,13.87
533,Evensk,RU,2020-01-04 11:20:10,61.92,159.24,8.44,58,65,10.29
534,Boddam,GB,2020-01-04 11:21:48,57.47,-1.78,43.0,93,75,5.82
535,Bargarh,IN,2020-01-04 11:21:48,25.14,81.45,64.76,60,30,3.89
536,Kihei,US,2020-01-04 11:21:49,20.76,-156.45,73.4,88,90,11.41
537,Mackay,CA,2020-01-04 11:21:49,53.65,-115.58,15.8,100,90,2.24
538,Sola,TZ,2020-01-04 11:21:49,-3.17,33.8,82.13,49,100,11.52
539,Hokitika,NZ,2020-01-04 11:21:50,-42.72,170.96,56.53,72,90,14.09
540,Quatre Cocos,MU,2020-01-04 11:21:51,-20.21,57.76,82.0,78,75,11.41
541,Norton Shores,US,2020-01-04 11:17:20,43.17,-86.26,33.8,69,90,3.36
542,Goleniow,PL,2020-01-04 11:21:51,53.56,14.83,43.0,86,90,12.75
543,Havre,US,2020-01-04 11:21:52,48.55,-109.68,39.2,64,1,19.46
544,George Town,MY,2020-01-04 11:21:52,5.42,100.33,91.0,52,20,11.41
545,Labuan,BN,2020-01-04 11:21:53,5.28,115.24,82.4,78,75,10.29
546,Pooler,US,2020-01-04 11:19:19,32.12,-81.25,70.0,88,90,13.87
547,Maracaju,BR,2020-01-04 11:21:54,-21.61,-55.17,76.77,77,38,4.07
548,Aquiraz,BR,2020-01-04 11:21:54,-3.9,-38.39,86.0,74,75,6.93
549,Coihaique,CL,2020-01-04 11:21:22,-45.58,-72.07,51.8,62,75,6.93
